title,averageStar,quantity,tradeAmount,wishedCount,tradeAmount_num,category,log_quantity,log_wishedCount,log_tradeAmount,language,title_en,title_curto,pet_type
Remote Controlled Smart Cat Toy 2 Modes Automatic Moving Toy Car for Cats Dogs Interactive Playing Kitten Training Pet Supplies,5.0,6730,26 sold,149,26.0,Brinquedos,8.814479000010714,5.010635294096256,3.295836866004329,en,Remote Controlled Smart Cat Toy 2 Modes Automatic Moving Toy Car for Cats Dogs Interactive Playing Kitten Training Pet Supplies,Remote Controlled Smart Cat,Cachorro
Slippers Toys Pets Biting Cats Dogs Protruding Points Grinding Cleaning Teeth TPR Material Food Clip Cute Interesting Desig,4.5,49,327 sold,406,327.0,Brinquedos,3.912023005428146,6.008813185442595,5.793013608384144,en,Slippers Toys Pets Biting Cats Dogs Protruding Points Grinding Cleaning Teeth TPR Material Food Clip Cute Interesting Desig,Slippers Toys Pets Biting,Cachorro
New plush lizard dog toy cornvelvet cartoon doll grinding teeth cleaning pet products,4.6,62,427 sold,227,427.0,Brinquedos,4.143134726391533,5.429345628954441,6.059123195581797,en,New plush lizard dog toy cornvelvet cartoon doll grinding teeth cleaning pet products,New plush lizard dog,Cachorro
MADDEN Funny Cat Toys Colorful Yarn Balls with Bell Sounding Interactive Chewing Toy for Kitten Stuffed Toy Ball Cat Supplies,5.0,8,126 sold,194,126.0,Brinquedos,2.19722457733622,5.272999558563747,4.844187086458591,en,MADDEN Funny Cat Toys Colorful Yarn Balls with Bell Sounding Interactive Chewing Toy for Kitten Stuffed Toy Ball Cat Supplies,MADDEN Funny Cat Toys,Gato
Pet Hair Removal Comb Stainless Steel Pet Grooming Comb Gently Removes Loose Knotted Hair Dog Cat Cleaning Beauty Supplies,4.9,58,268 sold,145,268.0,Higiene,4.07753744390572,4.983606621708336,5.594711379601839,en,Pet Hair Removal Comb Stainless Steel Pet Grooming Comb Gently Removes Loose Knotted Hair Dog Cat Cleaning Beauty Supplies,Pet Hair Removal Comb,Cachorro
Interactive Cat Toy Handfree Cat Stick Playing Kitten Playing Teaser Wand Toy Suction Cup Bird/Feather Cat Wand Pet Supplies,4.7,84,800+ sold,313,800.0,Brinquedos,4.442651256490317,5.749392985908253,6.68586094706836,en,Interactive Cat Toy Handfree Cat Stick Playing Kitten Playing Teaser Wand Toy Suction Cup Bird/Feather Cat Wand Pet Supplies,Interactive Cat Toy Handfree,Gato
Dog Training Clicker with Flexible Finger Strap Pet Dog Training Tools for Dogs,5.0,9997,8 sold,1,8.0,Outros,9.210140351973516,0.6931471805599453,2.19722457733622,en,Dog Training Clicker with Flexible Finger Strap Pet Dog Training Tools for Dogs,Dog Training Clicker with,Cachorro
"Doghouse Furniture, Inner Table Frame with Tray and Dog Bed, Suitable for Puppies, Cats, Pigs, Rabbits, Maximum 25 Pounds",0.0,1000,0 sold,0,0.0,Conforto,6.90875477931522,0.0,0.0,en,"Doghouse Furniture, Inner Table Frame with Tray and Dog Bed, Suitable for Puppies, Cats, Pigs, Rabbits, Maximum 25 Pounds","Doghouse Furniture, Inner Table",Cachorro
"Heavy duty dog cage and kennel with lockable wheels and feeding door, 3 doors and detachable tray design, free shipping",0.0,30,0 sold,0,0.0,Outros,3.4339872044851463,0.0,0.0,en,"Heavy duty dog cage and kennel with lockable wheels and feeding door, 3 doors and detachable tray design, free shipping",Heavy duty dog cage,Cachorro
10/20/30Pcs Cute Dog Hair Clips Puppy Hairpin Pet Cat Handmade Hairpin Pet Bow Hair Accessories Multicolor,4.8,708,457 sold,631,457.0,Outros,6.563855526532128,6.448889394146858,6.126869184114185,en,10/20/30Pcs Cute Dog Hair Clips Puppy Hairpin Pet Cat Handmade Hairpin Pet Bow Hair Accessories Multicolor,10/20/30Pcs Cute Dog Hair,Cachorro
"Porte-sac à merde pour chien, accessoire de voyage réglable en toile, Mini sac à ordures pour chien, distributeur de sacs à excréments, outils de nettoyage portables",4.4,2876,121 Vendus,398,121.0,Higiene,7.964503363551548,5.988961416889864,4.804021044733257,fr,Dog Poop Bag Holder Travel Adjustable Canvas Mini Dog Garbage Bag Poop Bag Dispenser Portable Cleaning Tools,Dog Poop Bag Holder,Cachorro
"Pet Bowls With Water Feeder, 3 In 1 Ear Design Tilted Cat Water And Food Bowl Set With Gravity Water Bottle For Neck Protection",3.0,72,44 sold,19,44.0,Alimentação,4.290459441148391,2.995732273553991,3.80666248977032,en,"Pet Bowls With Water Feeder, 3 In 1 Ear Design Tilted Cat Water And Food Bowl Set With Gravity Water Bottle For Neck Protection",Pet Bowls With Water,Gato
Led Light Dog Poop Bags Dispenser Degradable Waste Bag Outdoor Portable Pet Trash Bags Dog Cat Cleaning Supplies Accessories,4.9,304,"1,000+ sold",878,1000.0,Higiene,5.720311776607412,6.778784897685177,6.90875477931522,en,Led Light Dog Poop Bags Dispenser Degradable Waste Bag Outdoor Portable Pet Trash Bags Dog Cat Cleaning Supplies Accessories,Led Light Dog Poop,Cachorro
12Pcs Wholesale Collars Cute with Bells Pet Necklace Djustable Rabbit Traction Belt Cat Dog Accessories Halter Match with ID Tag,4.9,1242,115 sold,79,115.0,Acessórios,7.125283091510712,4.382026634673881,4.7535901911063645,en,12Pcs Wholesale Collars Cute with Bells Pet Necklace Djustable Rabbit Traction Belt Cat Dog Accessories Halter Match with ID Tag,12Pcs Wholesale Collars Cute,Cachorro
1pc Dog Training Device 20~100 lb Pet Dog Waterproof Collar LCD Long Distance Remote Control Static Electricity/Vibration,4.5,16766,91 sold,277,91.0,Acessórios,9.727167947937808,5.627621113690637,4.5217885770490405,en,1pc Dog Training Device 20~100 lb Pet Dog Waterproof Collar LCD Long Distance Remote Control Static Electricity/Vibration,1pc Dog Training Device,Cachorro
Benepaw Strong Hands Free Double Dog Leash Reflective Comfortable No Tangle Padded Handle Dual Pet Lead For Medium Large Dogs,4.8,906,102 sold,331,102.0,Acessórios,6.810142450115136,5.805134968916488,4.634728988229636,en,Benepaw Strong Hands Free Double Dog Leash Reflective Comfortable No Tangle Padded Handle Dual Pet Lead For Medium Large Dogs,Benepaw Strong Hands Free,Cachorro
Cat Litter Mat EVA Double Layer Cat Litter Mat Cat Litter Basin Sand Falling Mat Eva Cat Litter Mat Cat Nest Mat Pet Mat,4.5,1389,600+ sold,501,600.0,Conforto,7.237059026124737,6.218600119691729,6.398594934535208,en,Cat Litter Mat EVA Double Layer Cat Litter Mat Cat Litter Basin Sand Falling Mat Eva Cat Litter Mat Cat Nest Mat Pet Mat,Cat Litter Mat EVA,Gato
Dog Planet Treat Toy For Small Large Dogs Cat Food Dispensing Funny Interactive Training Toy Puppy Slow Feed Pet Improve IQ,4.6,204,"1,000+ sold",4125,1000.0,Brinquedos,5.3230099791384085,8.325063693631197,6.90875477931522,en,Dog Planet Treat Toy For Small Large Dogs Cat Food Dispensing Funny Interactive Training Toy Puppy Slow Feed Pet Improve IQ,Dog Planet Treat Toy,Cachorro
Dog Poop Bag Carrier Portable Pet Waste Bag Dispenser Luxury Stylish Dog Garbage Holder Dispensers Cleaning Supplies,4.9,39904,900+ sold,878,900.0,Higiene,10.59425690831011,6.778784897685177,6.803505257608338,en,Dog Poop Bag Carrier Portable Pet Waste Bag Dispenser Luxury Stylish Dog Garbage Holder Dispensers Cleaning Supplies,Dog Poop Bag Carrier,Cachorro
Squeaky Pet Dog Interactive Chew Toy Puppy Bite Resistant Thorn Barbed Tooth Cleaning Toy TPR Molar Chew Toys for Dogs,4.7,105,"2,000+ sold",1121,2000.0,Brinquedos,4.663439094112067,7.022868086082641,7.601402334583733,en,Squeaky Pet Dog Interactive Chew Toy Puppy Bite Resistant Thorn Barbed Tooth Cleaning Toy TPR Molar Chew Toys for Dogs,Squeaky Pet Dog Interactive,Cachorro
Poop Bag Dispenser for Dogs Cartoon Avocado Fruit Dog Toilet Garbage Bag Dispenser Walking Their Dogs Outdoors Pet Supplies,0.0,15,0 sold,1,0.0,Outros,2.772588722239781,0.6931471805599453,0.0,af,Poop Bag Dispenser for Dogs Cartoon Avocado Fruit Dog Toilet Garbage Bag Dispenser Walking Their Dogs Outdoors Pet Supplies,Poop Bag Dispenser for,Cachorro
Cat Litter Shovel Pet Cleanning Tool Plastic Scoop Cat Sand Cleaning Products Toilet For Dog Food Spoons Cat Supplies,0.0,18,2 sold,1,2.0,Alimentação,2.9444389791664403,0.6931471805599453,1.0986122886681098,en,Cat Litter Shovel Pet Cleanning Tool Plastic Scoop Cat Sand Cleaning Products Toilet For Dog Food Spoons Cat Supplies,Cat Litter Shovel Pet,Cachorro
USB Charging LED Dog Collar Dog Safety Night Light Flashing Necklace Fluorescent Collars Pet Supplies,4.6,241798,"2,000+ sold",3420,2000.0,Acessórios,12.39586208150498,8.137688184977605,7.601402334583733,en,USB Charging LED Dog Collar Dog Safety Night Light Flashing Necklace Fluorescent Collars Pet Supplies,USB Charging LED Dog,Cachorro
Pet dog toy sound plush toy mop fur shell frog hippo teeth grinding supplies,4.7,223,500+ sold,312,500.0,Brinquedos,5.41164605185504,5.746203190540153,6.2166061010848646,en,Pet dog toy sound plush toy mop fur shell frog hippo teeth grinding supplies,Pet dog toy sound,Cachorro
Pet Training Supplies Click Sound Clicker Dog Supplies Training Sounder Clicker Sound Guide Durable Training Clicker for Dog,4.9,56,87 sold,46,87.0,Outros,4.04305126783455,3.8501476017100575,4.477336814478207,en,Pet Training Supplies Click Sound Clicker Dog Supplies Training Sounder Clicker Sound Guide Durable Training Clicker for Dog,Pet Training Supplies Click,Cachorro
Personalized Dogs Cats ID Tag Custom Alloy Bone Puppy Kitten Collar Accessories Anti-lost Pet Name Tags for Small Large Dog Cat,4.6,26193,"1,000+ sold",1690,1000.0,Acessórios,10.173285655889348,7.43307534889858,6.90875477931522,en,Personalized Dogs Cats ID Tag Custom Alloy Bone Puppy Kitten Collar Accessories Anti-lost Pet Name Tags for Small Large Dog Cat,Personalized Dogs Cats ID,Cachorro
Pet Bowls Dog Food Water Feeder Stainless Steel Pet Drinking Dish Feeder Cat Puppy Feeding Supplies Small Dog Accessories,0.0,94,4 sold,6,4.0,Alimentação,4.553876891600541,1.9459101490553128,1.6094379124341005,en,Pet Bowls Dog Food Water Feeder Stainless Steel Pet Drinking Dish Feeder Cat Puppy Feeding Supplies Small Dog Accessories,Pet Bowls Dog Food,Cachorro
Dog Donkey Cute Animal Toy Molar Training Teddy Interactive Pet Puppy Toys Dog Supplies,4.9,6,134 sold,103,134.0,Brinquedos,1.9459101490553128,4.6443908991413725,4.90527477843843,en,Dog Donkey Cute Animal Toy Molar Training Teddy Interactive Pet Puppy Toys Dog Supplies,Dog Donkey Cute Animal,Cachorro
Pet Bowl 15 Degrees Tilt to Protect Cervical Vertebrae Dog Food Bowl Automatic Drinking Feeder Pet Feeding Supplies,4.7,69,485 sold,3111,485.0,Alimentação,4.248495242049359,8.043020885298283,6.186208623900494,en,Pet Bowl 15 Degrees Tilt to Protect Cervical Vertebrae Dog Food Bowl Automatic Drinking Feeder Pet Feeding Supplies,Pet Bowl 15 Degrees,Cachorro
Scooper Dog Poop Pooper Dogs Pet Large Scoop Can Trash Yard Pickup Stool Supplies Service Pick Tool Up,4.7,25,16 sold,13,16.0,Outros,3.258096538021482,2.6390573296152584,2.833213344056216,en,Scooper Dog Poop Pooper Dogs Pet Large Scoop Can Trash Yard Pickup Stool Supplies Service Pick Tool Up,Scooper Dog Poop Pooper,Cachorro
Cat Toys Feather Toys Kitten Funny Colorful Rod Cat Wand Toys Wood Pet Cat Toys Interactive Stick Pet Cat Supplies,0.0,598,2 sold,1,2.0,Brinquedos,6.395261598115449,0.6931471805599453,1.0986122886681098,en,Cat Toys Feather Toys Kitten Funny Colorful Rod Cat Wand Toys Wood Pet Cat Toys Interactive Stick Pet Cat Supplies,Cat Toys Feather Toys,Gato
Portable Dog Cat Water Bottle with Storage Food and Water Container for Puppy Pets Feeder Bowl Outdoor Travel Pet Drinking Bowls,4.0,14102,41 sold,26,41.0,Alimentação,9.55414281969224,3.295836866004329,3.737669618283368,en,Portable Dog Cat Water Bottle with Storage Food and Water Container for Puppy Pets Feeder Bowl Outdoor Travel Pet Drinking Bowls,Portable Dog Cat Water,Cachorro
20pcs Super Absorbent Pet Diaper Dog Training Pee Pads Disposable Healthy Nappy Mat Pet Dog Diapers High Quality Male Dog Soft,4.8,45,85 sold,270,85.0,Conforto,3.828641396489095,5.602118820879701,4.454347296253507,en,20pcs Super Absorbent Pet Diaper Dog Training Pee Pads Disposable Healthy Nappy Mat Pet Dog Diapers High Quality Male Dog Soft,20pcs Super Absorbent Pet,Cachorro
"MongGoQ Canine Parvo Diagnostic, Home Health Care Test Paper, Safe Supplies, Pet Accessories for Dog, CPV-10, 10Pcs",0.0,67,4 sold,143,4.0,Outros,4.219507705176107,4.969813299576001,1.6094379124341005,en,"MongGoQ Canine Parvo Diagnostic, Home Health Care Test Paper, Safe Supplies, Pet Accessories for Dog, CPV-10, 10Pcs","MongGoQ Canine Parvo Diagnostic,",Cachorro
Mutli-function Portable Pet Cat Dog Food Shovel Scoop Feeding Spoon with Sealing Bag Clip Pet Feeders Pet Puppy Kitten Supplies,4.9,4952,401 sold,349,401.0,Alimentação,8.507748732588238,5.857933154483459,5.996452088619021,en,Mutli-function Portable Pet Cat Dog Food Shovel Scoop Feeding Spoon with Sealing Bag Clip Pet Feeders Pet Puppy Kitten Supplies,Mutli-function Portable Pet Cat,Cachorro
Pet Cat Toys Durable Colorful Feather Mimi Favorite Fur Mouse Tumbler Kitten Cat Toys Play Balls for Catch Cats Supplies 2PCS,4.5,130,261 sold,99,261.0,Brinquedos,4.875197323201151,4.605170185988092,5.568344503761097,en,Pet Cat Toys Durable Colorful Feather Mimi Favorite Fur Mouse Tumbler Kitten Cat Toys Play Balls for Catch Cats Supplies 2PCS,Pet Cat Toys Durable,Gato
Led Light Dog Poop Bags Dispenser Degradable Waste Bag Outdoor Portable Pet Trash Bags Dog Cat Cleaning Supplies Accessories,0.0,196,10 sold,4,10.0,Higiene,5.2832037287379885,1.6094379124341005,2.3978952727983707,en,Led Light Dog Poop Bags Dispenser Degradable Waste Bag Outdoor Portable Pet Trash Bags Dog Cat Cleaning Supplies Accessories,Led Light Dog Poop,Cachorro
Breathable Fabric Mesh Dog Leash Soft Comfortable Pet Harness Puppy Cat Vest Collar Pet Supplies For Chihuahua Pug Bulldog,0.0,144,8 sold,1,8.0,Acessórios,4.976733742420574,0.6931471805599453,2.19722457733622,en,Breathable Fabric Mesh Dog Leash Soft Comfortable Pet Harness Puppy Cat Vest Collar Pet Supplies For Chihuahua Pug Bulldog,Breathable Fabric Mesh Dog,Cachorro
Pet Toy Dog Teething Stick Leaky Food Molar Stick Dogs Clean Care Oral Toothbrush Pet Training Gnawing  Interactive Supplies,5.0,2016,34 sold,15,34.0,Brinquedos,7.6093665379542115,2.772588722239781,3.555348061489413,en,Pet Toy Dog Teething Stick Leaky Food Molar Stick Dogs Clean Care Oral Toothbrush Pet Training Gnawing  Interactive Supplies,Pet Toy Dog Teething,Cachorro
Heybly Cat Tree 73 Inches Tall Cat Tower for Large Cats 20 Lbs Heavy Duty for Indoor Cats Big Cat Furniture Padded Plush Perch,0.0,100,0 sold,19,0.0,Brinquedos,4.61512051684126,2.995732273553991,0.0,en,Heybly Cat Tree 73 Inches Tall Cat Tower for Large Cats 20 Lbs Heavy Duty for Indoor Cats Big Cat Furniture Padded Plush Perch,Heybly Cat Tree 73,Gato
Pet Supplies Silicone Dog Bowl Mat with High Lips Non-Stick Waterproof Food Feeding Pad Puppy Feeder Tray Water Cushion Placemat,4.5,21,119 sold,109,119.0,Alimentação,3.091042453358316,4.700480365792417,4.787491742782046,en,Pet Supplies Silicone Dog Bowl Mat with High Lips Non-Stick Waterproof Food Feeding Pad Puppy Feeder Tray Water Cushion Placemat,Pet Supplies Silicone Dog,Cachorro
New Hot Dog Sounding Toy Molar Training Interactive Corn Grain Donkey Pet Supplies,4.8,330,260 sold,589,260.0,Brinquedos,5.802118375377063,6.380122536899765,5.564520407322694,en,New Hot Dog Sounding Toy Molar Training Interactive Corn Grain Donkey Pet Supplies,New Hot Dog Sounding,Cachorro
Electric Dog Training Collar Waterproof Pet Remote Control Rechargeable 500m training dogs collars with Shock Vibration Sound,4.8,269,95 sold,35,95.0,Acessórios,5.598421958998375,3.58351893845611,4.564348191467836,en,Electric Dog Training Collar Waterproof Pet Remote Control Rechargeable 500m training dogs collars with Shock Vibration Sound,Electric Dog Training Collar,Cachorro
Pet Grooming Bath Massage Brush with Soap and Shampoo Dispenser Soft Silicone Bristle for Long Short Haired Dogs Cats Shower,4.4,38,152 sold,37,152.0,Higiene,3.6635616461296463,3.6375861597263857,5.030437921392435,en,Pet Grooming Bath Massage Brush with Soap and Shampoo Dispenser Soft Silicone Bristle for Long Short Haired Dogs Cats Shower,Pet Grooming Bath Massage,Cachorro
Summer Pet Cooling Ice Scarf Cool Ice Towel Heatstroke Dogs Cats Ice Scarf Collar Adjustable Cooling Cat Collar Bib Dog Supplies,5.0,105,65 sold,173,65.0,Acessórios,4.663439094112067,5.159055299214529,4.189654742026425,en,Summer Pet Cooling Ice Scarf Cool Ice Towel Heatstroke Dogs Cats Ice Scarf Collar Adjustable Cooling Cat Collar Bib Dog Supplies,Summer Pet Cooling Ice,Cachorro
Cat Steam Brush Steamy Dog Brush 3 in 1 Electric Spray Cat Hair Brushes for Massage Pet Grooming Comb Hair Removal Combs,4.5,12404,178 sold,53,178.0,Higiene,9.425854896125902,3.9889840465642745,5.187385805840755,en,Cat Steam Brush Steamy Dog Brush 3 in 1 Electric Spray Cat Hair Brushes for Massage Pet Grooming Comb Hair Removal Combs,Cat Steam Brush Steamy,Cachorro
1pc Pink Color Random Pattern Pet Bandana With Adjustable Triangle Shape & Buckle Pet Dog Neck Scarf Puppy Cat Dog Collar Bibs,4.7,2110,"1,000+ sold",875,1000.0,Acessórios,7.65491704784832,6.775366090936392,6.90875477931522,en,1pc Pink Color Random Pattern Pet Bandana With Adjustable Triangle Shape & Buckle Pet Dog Neck Scarf Puppy Cat Dog Collar Bibs,1pc Pink Color Random,Cachorro
"42 Inch Stainless Steel Collapsible Dog Crates for Large Dogs, 4-Door Soft Sided Dog Kennel for Travel, Portable Foldable Pet Cr",0.0,50,0 sold,8,0.0,Outros,3.9318256327243257,2.19722457733622,0.0,en,"42 Inch Stainless Steel Collapsible Dog Crates for Large Dogs, 4-Door Soft Sided Dog Kennel for Travel, Portable Foldable Pet Cr",42 Inch Stainless Steel,Cachorro
Creative Soft Warm Pet Bed Nest Dual-Use Adjustable Drawstring Pet Nest Bed Pet Cushion For Cats Puppies Pet Supplies,4.3,534,415 sold,371,415.0,Conforto,6.282266746896006,5.918893854273146,6.030685260261263,en,Creative Soft Warm Pet Bed Nest Dual-Use Adjustable Drawstring Pet Nest Bed Pet Cushion For Cats Puppies Pet Supplies,Creative Soft Warm Pet,Gato
Holder Faux Leather Pet Poop Bag Holder with Dispenser for Dog Bags Portable Dog Poop Bag Organizer Supplies Pet Stylish Pet Bag,5.0,283,21 sold,18,21.0,Outros,5.648974238161206,2.9444389791664403,3.091042453358316,en,Holder Faux Leather Pet Poop Bag Holder with Dispenser for Dog Bags Portable Dog Poop Bag Organizer Supplies Pet Stylish Pet Bag,Holder Faux Leather Pet,Cachorro
Non-slip Cat Bowl Double Pet Bowls With Raised Stand High Foot Pet Food and Water Bowls For Cats Dogs Feeders Bowl Pet Supplies,5.0,16492,22 sold,145,22.0,Alimentação,9.710691327448153,4.983606621708336,3.1354942159291497,en,Non-slip Cat Bowl Double Pet Bowls With Raised Stand High Foot Pet Food and Water Bowls For Cats Dogs Feeders Bowl Pet Supplies,Non-slip Cat Bowl Double,Cachorro
Dog Lice Clipping Tick Clipping Stainless Steel Pet Flea Treatment Tick Removal Tool Set Fork Tweezers Clip for Dog Cat Supplies,4.9,21,77 sold,35,77.0,Alimentação,3.091042453358316,3.58351893845611,4.356708826689592,en,Dog Lice Clipping Tick Clipping Stainless Steel Pet Flea Treatment Tick Removal Tool Set Fork Tweezers Clip for Dog Cat Supplies,Dog Lice Clipping Tick,Cachorro
Silicone Waterproof Pet Mat for Dog Cat Pet Food Pad Pet Bowl Drinking Mat Dog Feeding Placemat Portable Outdoor Feeding,4.6,276,484 sold,444,484.0,Alimentação,5.6240175061873385,6.09807428216624,6.184148890937483,en,Silicone Waterproof Pet Mat for Dog Cat Pet Food Pad Pet Bowl Drinking Mat Dog Feeding Placemat Portable Outdoor Feeding,Silicone Waterproof Pet Mat,Cachorro
Adjustable Pet Collars Nylon Puppy Kitten Collar Strong And Durable Neck Band Suitable For Small And Medium Dogs And Cats,4.4,1531,700+ sold,192,700.0,Acessórios,7.334329350300536,5.262690188904886,6.55250788703459,en,Adjustable Pet Collars Nylon Puppy Kitten Collar Strong And Durable Neck Band Suitable For Small And Medium Dogs And Cats,Adjustable Pet Collars Nylon,Cachorro
1PC Pet Chew Toy Soft Rubber Bite-resistance Bone Shape Teeth Grinding Chewing Toys for Small Dogs Training Pet Supplies,4.5,87,500+ sold,247,500.0,Brinquedos,4.477336814478207,5.513428746164983,6.2166061010848646,en,1PC Pet Chew Toy Soft Rubber Bite-resistance Bone Shape Teeth Grinding Chewing Toys for Small Dogs Training Pet Supplies,1PC Pet Chew Toy,Cachorro
PETKIT Pet Automatic Feeder Filter Cat Water Fountain 5PCS Filter 3.0 Cat Health Water Fountain Replacement Filters Pet Supplies,4.4,59,373 sold,199,373.0,Alimentação,4.0943445622221,5.298317366548036,5.924255797414532,en,PETKIT Pet Automatic Feeder Filter Cat Water Fountain 5PCS Filter 3.0 Cat Health Water Fountain Replacement Filters Pet Supplies,PETKIT Pet Automatic Feeder,Gato
Pet Dog Harness and Leash Set Adjustable Flannel Chest Harness Reflective Breathable For Small Dogs Teddy Chihuahua Pet Supplies,4.8,359817,170 sold,89,170.0,Acessórios,12.79335362704044,4.499809670330265,5.14166355650266,en,Pet Dog Harness and Leash Set Adjustable Flannel Chest Harness Reflective Breathable For Small Dogs Teddy Chihuahua Pet Supplies,Pet Dog Harness and,Cachorro
Pet Dog Cat Food Bowl Cat Water Feeding Bowl Durable Plastic Standing Ear Threaded Pet Bowl Feeder Pets Dogs Cats Accessories,4.8,179,86 sold,217,86.0,Alimentação,5.19295685089021,5.384495062789089,4.465908118654584,en,Pet Dog Cat Food Bowl Cat Water Feeding Bowl Durable Plastic Standing Ear Threaded Pet Bowl Feeder Pets Dogs Cats Accessories,Pet Dog Cat Food,Cachorro
"PetSafe 2 Gallon Automatic Water Fountain for Cats, Dogs - With Pump, Filter, Dishwasher Safe",0.0,300,0 sold,0,0.0,Conforto,5.707110264748875,0.0,0.0,en,"PetSafe 2 Gallon Automatic Water Fountain for Cats, Dogs - With Pump, Filter, Dishwasher Safe",PetSafe 2 Gallon Automatic,Cachorro
3 Sizes Warm Pets Bed Mat Cover Towel Cute Paw Cat Dog Fleece Soft Blanket for Small Medium Large Dogs Blankets Supplies,4.7,36,194 sold,170,194.0,Conforto,3.610917912644224,5.14166355650266,5.272999558563747,en,3 Sizes Warm Pets Bed Mat Cover Towel Cute Paw Cat Dog Fleece Soft Blanket for Small Medium Large Dogs Blankets Supplies,3 Sizes Warm Pets,Cachorro
54-Inch Cat Tree Sleeping House with Double Condos Fur Ball Round Platform Ladder Home,0.0,10,1 sold,67,1.0,Brinquedos,2.3978952727983707,4.219507705176107,0.6931471805599453,en,54-Inch Cat Tree Sleeping House with Double Condos Fur Ball Round Platform Ladder Home,54-Inch Cat Tree Sleeping,Gato
"MongGo Q Handheld Veterinary POCT, Portable Pet Hemoglobin Analyzer for Cats and Dogs, H7",0.0,150,0 sold,106,0.0,Outros,5.017279836814924,4.672828834461906,0.0,en,"MongGo Q Handheld Veterinary POCT, Portable Pet Hemoglobin Analyzer for Cats and Dogs, H7",MongGo Q Handheld Veterinary,Cachorro
Dog Cat Steam Hair Brush Electric Spray Comb Whale Shape 3 In1 Dog Steamer Massager Pet Grooming Removing Tangled and Loose Hair,4.7,3708,77 sold,43,77.0,Higiene,8.21851757748959,3.784189633918261,4.356708826689592,en,Dog Cat Steam Hair Brush Electric Spray Comb Whale Shape 3 In1 Dog Steamer Massager Pet Grooming Removing Tangled and Loose Hair,Dog Cat Steam Hair,Cachorro
Pet Harnesses Leash Set Cute Bee Dog Cat Harnesses Soft Adjustable Outdoor Walking Anti-lost Puppy Cat Leash Pet Supplies,4.6,112,157 sold,179,157.0,Acessórios,4.727387818712341,5.19295685089021,5.062595033026967,en,Pet Harnesses Leash Set Cute Bee Dog Cat Harnesses Soft Adjustable Outdoor Walking Anti-lost Puppy Cat Leash Pet Supplies,Pet Harnesses Leash Set,Cachorro
Puppies Dog Harness Leash Pet Adjustable Vest Leash Collar For Puppy Best Selling Dog Harness and Leash Set Dog Accessories,4.6,364,142 sold,218,142.0,Acessórios,5.899897353582492,5.389071729816501,4.962844630259907,en,Puppies Dog Harness Leash Pet Adjustable Vest Leash Collar For Puppy Best Selling Dog Harness and Leash Set Dog Accessories,Puppies Dog Harness Leash,Cachorro
Cute Cat Toys Funny Interactive Plush Cat Toy Mini Teeth Grinding Catnip Toys Kitten Chewing Squeaky Toy Pets Accessories,4.8,144,"3,000+ sold",2070,3000.0,Brinquedos,4.976733742420574,7.635786861395585,8.006700845440367,en,Cute Cat Toys Funny Interactive Plush Cat Toy Mini Teeth Grinding Catnip Toys Kitten Chewing Squeaky Toy Pets Accessories,Cute Cat Toys Funny,Gato
Pet Dog Muzzle Breathable Basket Muzzles Large Dogs Stop Biting Barking Chewing Anti Bite Duck Mouth Puppy Covers Pet Supplies,4.7,230,499 sold,416,499.0,Brinquedos,5.442417710521793,6.0330862217988015,6.214608098422191,en,Pet Dog Muzzle Breathable Basket Muzzles Large Dogs Stop Biting Barking Chewing Anti Bite Duck Mouth Puppy Covers Pet Supplies,Pet Dog Muzzle Breathable,Cachorro
Gravitational Rolling Ball for Dog Cat Electric Cat Ball Toys Interactive for Cats Training Toys,0.0,198,0 sold,1,0.0,Brinquedos,5.293304824724492,0.6931471805599453,0.0,en,Gravitational Rolling Ball for Dog Cat Electric Cat Ball Toys Interactive for Cats Training Toys,Gravitational Rolling Ball for,Cachorro
"39.4"" Dog Crate Furniture, 176lbs Heavy Duty Dog Kennels Indoor, End Side Table, TV Cabinets, Quadra-Door Wooden Dog Crate for S",0.0,50,0 sold,1,0.0,Outros,3.9318256327243257,0.6931471805599453,0.0,en,"39.4"" Dog Crate Furniture, 176lbs Heavy Duty Dog Kennels Indoor, End Side Table, TV Cabinets, Quadra-Door Wooden Dog Crate for S","39.4"" Dog Crate Furniture,",Cachorro
Dog Communication Buttons Voice Recording Button for Pet Training Buzzer 30 Second Record Playback Funny Gift for Talking,4.8,270,"1,000+ sold",1379,1000.0,Outros,5.602118820879701,7.22983877815125,6.90875477931522,en,Dog Communication Buttons Voice Recording Button for Pet Training Buzzer 30 Second Record Playback Funny Gift for Talking,Dog Communication Buttons Voice,Cachorro
Pets Dog Chew Stuffed Funny Dinosaur Shape Cats Corn Wool Vocal Toy Apply To Training Exercise Simulation Animal Chihuahua Toys,4.8,109,700+ sold,455,700.0,Brinquedos,4.700480365792417,6.1224928095143865,6.55250788703459,en,Pets Dog Chew Stuffed Funny Dinosaur Shape Cats Corn Wool Vocal Toy Apply To Training Exercise Simulation Animal Chihuahua Toys,Pets Dog Chew Stuffed,Cachorro
